token_ID_within_document,word,lemma,before,after,word_lc
35105,in,in,#, ,in
35106,New,New,#, ,new
35107,Jersey,Jersey,#,#,jersey
35108,.,.,#,#,.
35109,"""",157422,#, ,""""
35110,"""",157424,#,#,""""
35111,Then,then,#, ,then
35112,you,you,#, ,you
35113,ought,ought,#, ,ought
35114,to,to,#, ,to
35115,leave,leave,#, ,leave
35116,it,it,#, ,it
35117,alone,alone,#,#,alone
35118,",",",",#,#,","
35119,"""",157458,#, ,""""
35120,countered,counter,#, ,countered
35121,Doctor,Doctor,#, ,doctor
35122,Civet,Civet,#,#,civet
35123,.,.,#, ,.
35124,"""",157484,#,#,""""
35125,Speak,speak,#, ,speak
35126,for,for,#, ,for
35127,yourself,yourself,#,#,yourself
35128,!,!,#,#,!
35129,"""",157504,#, ,""""
35130,cried,cry,#, ,cried
35131,Miss,Miss,#, ,miss
35132,Baedeker,Baedeker,#, ,baedeker
35133,violently,violently,#,#,violently
35134,.,.,#, ,.
35135,"""",157537,#,#,""""
35136,Your,your,#, ,your
35137,hand,hand,#, ,hand
35138,shakes,shake,#,#,shakes
35139,.,.,#, ,.
35140,I,I,#, ,i
35141,would,would,#,#,would
35142,n’t,not,#, ,n’t
35143,let,let,#, ,let
35144,you,you,#, ,you
35145,operate,operate,#, ,operate
35146,on,on,#, ,on
35147,me,I,#,#,me
35148,!,!,#,#,!
35149,"""",157589,#, ,""""
35150,It,it,#, ,it
35151,was,be,#, ,was
35152,like,like,#, ,like
35153,that,that,#,#,that
35154,.,.,#, ,.
35155,Almost,almost,#, ,almost
35156,the,the,#, ,the
35157,last,last,#, ,last
35158,thing,thing,#, ,thing
35159,I,I,#, ,i
35160,remember,remember,#, ,remember
35161,was,be,#, ,was
35162,standing,stand,#, ,standing
35163,with,with,#, ,with
35164,Daisy,Daisy,#, ,daisy
35165,and,and,#, ,and
35166,watching,watch,#, ,watching
35167,the,the,#, ,the
35168,moving,move,#,#,moving
35169,-,-,#,#,-
35170,picture,picture,#, ,picture
35171,director,director,#, ,director
35172,and,and,#, ,and
35173,his,his,#, ,his
35174,Star,Star,#,#,star
35175,.,.,#, ,.
35176,They,they,#, ,they
35177,were,be,#, ,were
35178,still,still,#, ,still
35179,under,under,#, ,under
35180,the,the,#, ,the
35181,white,white,#,#,white
35182,-,-,#,#,-
35183,plum,plum,#, ,plum
35184,tree,tree,#, ,tree
35185,and,and,#, ,and
35186,their,their,#, ,their
35187,faces,face,#, ,faces
35188,were,be,#, ,were
35189,touching,touch,#, ,touching
35190,except,except,#, ,except
35191,for,for,#, ,for
35192,a,a,#, ,a
35193,pale,pale,#,#,pale
35194,",",",",#, ,","
35195,thin,thin,#, ,thin
35196,ray,ray,#, ,ray
35197,of,of,#, ,of
35198,moonlight,moonlight,#, ,moonlight
35199,between,between,#,#,between
35200,.,.,#, ,.
35201,It,it,#, ,it
35202,occurred,occur,#, ,occurred
35203,to,to,#, ,to
35204,me,I,#, ,me
35205,that,that,#, ,that
35206,he,he,#, ,he
35207,had,have,#, ,had
35208,been,be,#, ,been
35209,very,very,#, ,very
35210,slowly,slowly,#, ,slowly
35211,bending,bend,#, ,bending
35212,toward,toward,#, ,toward
35213,her,she,#, ,her
35214,all,all,#, ,all
35215,evening,evening,#, ,evening
35216,to,to,#, ,to
35217,attain,attain,#, ,attain
35218,this,this,#, ,this
35219,proximity,proximity,#,#,proximity
35220,",",",",#, ,","
35221,and,and,#, ,and
35222,even,even,#, ,even
35223,while,while,#, ,while
35224,I,I,#, ,i
35225,watched,watch,#, ,watched
35226,I,I,#, ,i
35227,saw,see,#, ,saw
35228,him,he,#, ,him
35229,stoop,stoop,#, ,stoop
35230,one,one,#, ,one
35231,ultimate,ultimate,#, ,ultimate
35232,degree,degree,#, ,degree
35233,and,and,#, ,and
35234,kiss,kiss,#, ,kiss
35235,at,at,#, ,at
35236,her,her,#, ,her
35237,cheek,cheek,#,#,cheek
35238,.,.,#, ,.
35239,"""",158031,#,#,""""
35240,I,I,#, ,i
35241,like,like,#, ,like
35242,her,she,#,#,her
35243,",",",",#,#,","
35244,"""",158043,#, ,""""
35245,said,say,#, ,said
35246,Daisy,Daisy,#,#,daisy
35247,",",",",#, ,","
35248,"""",158057,#,#,""""
35249,I,I,#, ,i
35250,think,think,#, ,think
35251,she,she,#,#,she
35252,’s,’,#, ,’s
35253,lovely,lovely,#,#,lovely
35254,.,.,#,#,.
35255,"""",158079,#, ,""""
35256,But,but,#, ,but
35257,the,the,#, ,the
35258,rest,rest,#, ,rest
35259,offended,offend,#, ,offended
35260,her,she,#,#,her
35261,-,-,#,#,-
35262,and,and,#, ,and
35263,inarguably,inarguably,#, ,inarguably
35264,because,because,#, ,because
35265,it,it,#, ,it
35266,was,be,#,#,was
35267,n’t,not,#, ,n’t
35268,a,a,#, ,a
35269,gesture,gesture,#, ,gesture
35270,but,but,#, ,but
35271,an,an,#, ,an
35272,emotion,emotion,#,#,emotion
35273,.,.,#, ,.
35274,She,she,#, ,she
35275,was,be,#, ,was
35276,appalled,appal,#, ,appalled
35277,by,by,#, ,by
35278,West,West,#, ,west
35279,Egg,Egg,#,#,egg
35280,",",",",#, ,","
35281,this,this,#, ,this
35282,unprecedented,unprecedented,#, ,unprecedented
35283,"""",158215,#,#,""""
35284,place,place,#,#,place
35285,"""",158221,#, ,""""
35286,that,that,#, ,that
35287,Broadway,Broadway,#, ,broadway
35288,had,have,#, ,had
35289,begotten,beget,#, ,begotten
35290,upon,upon,#, ,upon
35291,a,a,#, ,a
35292,Long,Long,#, ,long
35293,Island,Island,#, ,island
35294,fishing,fishing,#, ,fishing
35295,village,village,#,#,village
35296,-,-,#,#,-
35297,appalled,appal,#, ,appalled
35298,by,by,#, ,by
35299,its,its,#, ,its
35300,raw,raw,#, ,raw
35301,vigour,vigour,#, ,vigour
35302,that,that,#, ,that
35303,chafed,chafe,#, ,chafed
35304,under,under,#, ,under
35305,the,the,#, ,the
35306,old,old,#, ,old
35307,euphemisms,euphemism,#, ,euphemisms
35308,and,and,#, ,and
35309,by,by,#, ,by
35310,the,the,#, ,the
35311,too,too,#, ,too
35312,obtrusive,obtrusive,#, ,obtrusive
35313,fate,fate,#, ,fate
35314,that,that,#, ,that
35315,herded,herd,#, ,herded
35316,its,its,#, ,its
35317,inhabitants,inhabitant,#, ,inhabitants
35318,along,along,#, ,along
35319,a,a,#, ,a
35320,shortcut,shortcut,#, ,shortcut
35321,from,from,#, ,from
35322,nothing,nothing,#, ,nothing
35323,to,to,#, ,to
35324,nothing,nothing,#,#,nothing
35325,.,.,#, ,.
35326,She,she,#, ,she
35327,saw,see,#, ,saw
35328,something,something,#, ,something
35329,awful,awful,#, ,awful
35330,in,in,#, ,in
35331,the,the,#, ,the
35332,very,very,#, ,very
35333,simplicity,simplicity,#, ,simplicity
35334,she,she,#, ,she
35335,failed,fail,#, ,failed
35336,to,to,#, ,to
35337,understand,understand,#,#,understand
35338,.,.,#, ,.
35339,I,I,#, ,i
35340,sat,sit,#, ,sat
35341,on,on,#, ,on
35342,the,the,#, ,the
35343,front,front,#, ,front
35344,steps,step,#, ,steps
35345,with,with,#, ,with
35346,them,they,#, ,them
35347,while,while,#, ,while
35348,they,they,#, ,they
35349,waited,wait,#, ,waited
35350,for,for,#, ,for
35351,their,their,#, ,their
35352,car,car,#,#,car
35353,.,.,#, ,.
35354,It,it,#, ,it
35355,was,be,#, ,was
35356,dark,dark,#, ,dark
35357,here,here,#, ,here
35358,in,in,#, ,in
35359,front,front,#,#,front
35360,;,;,#, ,;
35361,only,only,#, ,only
35362,the,the,#, ,the
35363,bright,bright,#, ,bright
35364,door,door,#, ,door
35365,sent,send,#, ,sent
35366,ten,ten,#, ,ten
35367,square,square,#, ,square
35368,feet,foot,#, ,feet
35369,of,of,#, ,of
35370,light,light,#, ,light
35371,volleying,volley,#, ,volleying
35372,out,out,#, ,out
35373,into,into,#, ,into
35374,the,the,#, ,the
35375,soft,soft,#, ,soft
35376,black,black,#, ,black
35377,morning,morning,#,#,morning
35378,.,.,#, ,.
35379,Sometimes,sometimes,#, ,sometimes
35380,a,a,#, ,a
35381,shadow,shadow,#, ,shadow
35382,moved,move,#, ,moved
35383,against,against,#, ,against
35384,a,a,#, ,a
35385,dressing,dressing,#,#,dressing
35386,-,-,#,#,-
35387,room,room,#, ,room
35388,blind,blind,#, ,blind
35389,above,above,#,#,above
35390,",",",",#, ,","
35391,gave,give,#, ,gave
35392,way,way,#, ,way
35393,to,to,#, ,to
35394,another,another,#, ,another
35395,shadow,shadow,#,#,shadow
35396,",",",",#, ,","
35397,an,an,#, ,an
35398,indefinite,indefinite,#, ,indefinite
35399,procession,procession,#, ,procession
35400,of,of,#, ,of
35401,shadows,shadow,#,#,shadows
35402,",",",",#, ,","
35403,who,who,#, ,who
35404,rouged,rouge,#, ,rouged
35405,and,and,#, ,and
35406,powdered,powder,#, ,powdered
35407,in,in,#, ,in
35408,an,an,#, ,an
35409,invisible,invisible,#, ,invisible
35410,glass,glass,#,#,glass
35411,.,.,#, ,.
35412,"""",158885,#,#,""""
35413,Who,who,#, ,who
35414,is,be,#, ,is
35415,this,this,#, ,this
35416,Gatsby,Gatsby,#, ,gatsby
35417,anyhow,anyhow,#,#,anyhow
35418,?,?,#,#,?
35419,"""",158912,#, ,""""
35420,demanded,demand,#, ,demanded
35421,Tom,Tom,#, ,tom
35422,suddenly,suddenly,#,#,suddenly
35423,.,.,#, ,.
35424,"""",158937,#,#,""""
35425,Some,some,#, ,some
35426,big,big,#, ,big
35427,bootlegger,bootlegger,#,#,bootlegger
35428,?,?,#,#,?
35429,"""",158958,#, ,""""
35430,"""",158960,#,#,""""
35431,Where,where,#,#,where
35432,’d,’d,#, ,’d
35433,you,you,#, ,you
35434,hear,hear,#, ,hear
35435,that,that,#,#,that
35436,?,?,#,#,?
35437,"""",158983,#, ,""""
35438,I,I,#, ,i
35439,inquired,inquire,#,#,inquired
35440,.,.,#, ,.
35441,"""",158997,#,#,""""
35442,I,I,#, ,i
35443,did,do,#,#,did
35444,n’t,not,#, ,n’t
35445,hear,hear,#, ,hear
35446,it,it,#,#,it
35447,.,.,#, ,.
35448,I,I,#, ,i
35449,imagined,imagine,#, ,imagined
35450,it,it,#,#,it
35451,.,.,#, ,.
35452,A,a,#, ,a
35453,lot,lot,#, ,lot
35454,of,of,#, ,of
35455,these,these,#, ,these
35456,newly,newly,#, ,newly
35457,rich,rich,#, ,rich
35458,people,people,#, ,people
35459,are,be,#, ,are
35460,just,just,#, ,just
35461,big,big,#, ,big
35462,bootleggers,bootlegger,#,#,bootleggers
35463,",",",",#, ,","
35464,you,you,#, ,you
35465,know,know,#,#,know
35466,.,.,#,#,.
35467,"""",159099,#, ,""""
35468,"""",159101,#,#,""""
35469,Not,not,#, ,not
35470,Gatsby,Gatsby,#,#,gatsby
35471,",",",",#,#,","
35472,"""",159113,#, ,""""
35473,I,I,#, ,i
35474,said,say,#, ,said
35475,shortly,shortly,#,#,shortly
35476,.,.,#, ,.
35477,He,he,#, ,he
35478,was,be,#, ,was
35479,silent,silent,#, ,silent
35480,for,for,#, ,for
35481,a,a,#, ,a
35482,moment,moment,#,#,moment
35483,.,.,#, ,.
35484,The,the,#, ,the
35485,pebbles,pebble,#, ,pebbles
35486,of,of,#, ,of
35487,the,the,#, ,the
35488,drive,drive,#, ,drive
35489,crunched,crunch,#, ,crunched
35490,under,under,#, ,under
35491,his,his,#, ,his
35492,feet,foot,#,#,feet
35493,.,.,#, ,.
35494,"""",159209,#,#,""""
35495,Well,well,#,#,well
35496,",",",",#, ,","
35497,he,he,#, ,he
35498,certainly,certainly,#, ,certainly
35499,must,must,#, ,must
35500,have,have,#, ,have
35501,strained,strain,#, ,strained
35502,himself,himself,#, ,himself
35503,to,to,#, ,to
35504,get,get,#, ,get
35505,this,this,#, ,this
35506,menagerie,menagerie,#, ,menagerie
35507,together,together,#,#,together
35508,.,.,#,#,.
35509,"""",159287,#, ,""""
35510,A,a,#, ,a
35511,breeze,breeze,#, ,breeze
35512,stirred,stir,#, ,stirred
35513,the,the,#, ,the
35514,grey,grey,#, ,grey
35515,haze,haze,#, ,haze
35516,of,of,#, ,of
35517,Daisy,Daisy,#,#,daisy
35518,’s,’s,#, ,’s
35519,fur,fur,#, ,fur
35520,collar,collar,#,#,collar
35521,.,.,#, ,.
35522,"""",159343,#,#,""""
35523,At,at,#, ,at
35524,least,least,#, ,least
35525,they,they,#, ,they
35526,are,be,#, ,are
35527,more,more,#, ,more
35528,interesting,interesting,#, ,interesting
35529,than,than,#, ,than
35530,the,the,#, ,the
35531,people,people,#, ,people
35532,we,we,#, ,we
35533,know,know,#,#,know
35534,",",",",#,#,","
35535,"""",159403,#, ,""""
35536,she,she,#, ,she
35537,said,say,#, ,said
35538,with,with,#, ,with
35539,an,an,#, ,an
35540,effort,effort,#,#,effort
35541,.,.,#, ,.
35542,"""",159430,#,#,""""
35543,You,you,#, ,you
35544,did,do,#,#,did
35545,n’t,not,#, ,n’t
35546,look,look,#, ,look
35547,so,so,#, ,so
35548,interested,interested,#,#,interested
35549,.,.,#,#,.
35550,"""",159461,#, ,""""
35551,"""",159463,#,#,""""
35552,Well,well,#,#,well
35553,",",",",#, ,","
35554,I,I,#, ,i
35555,was,be,#,#,was
35556,.,.,#,#,.
35557,"""",159476,#, ,""""
35558,Tom,Tom,#, ,tom
35559,laughed,laugh,#, ,laughed
35560,and,and,#, ,and
35561,turned,turn,#, ,turned
35562,to,to,#, ,to
35563,me,I,#,#,me
35564,.,.,#, ,.
35565,"""",159508,#,#,""""
35566,Did,do,#, ,did
35567,you,you,#, ,you
35568,notice,notice,#, ,notice
35569,Daisy,Daisy,#,#,daisy
35570,’s,’s,#, ,’s
35571,face,face,#, ,face
35572,when,when,#, ,when
35573,that,that,#, ,that
35574,girl,girl,#, ,girl
35575,asked,ask,#, ,asked
35576,her,she,#, ,her
35577,to,to,#, ,to
35578,put,put,#, ,put
35579,her,she,#, ,her
35580,under,under,#, ,under
35581,a,a,#, ,a
35582,cold,cold,#, ,cold
35583,shower,shower,#,#,shower
35584,?,?,#,#,?
35585,"""",159593,#, ,""""
35586,Daisy,Daisy,#, ,daisy
35587,began,begin,#, ,began
35588,to,to,#, ,to
35589,sing,sing,#, ,sing
35590,with,with,#, ,with
35591,the,the,#, ,the
35592,music,music,#, ,music
35593,in,in,#, ,in
35594,a,a,#, ,a
35595,husky,husky,#,#,husky
35596,",",",",#, ,","
35597,rhythmic,rhythmic,#, ,rhythmic
35598,whisper,whisper,#,#,whisper
35599,",",",",#, ,","
35600,bringing,bring,#, ,bringing
35601,out,out,#, ,out
35602,a,a,#, ,a
35603,meaning,meaning,#, ,meaning
35604,in,in,#, ,in
35605,each,each,#, ,each
35606,word,word,#, ,word
35607,that,that,#, ,that
35608,it,it,#, ,it
35609,had,have,#, ,had
35610,never,never,#, ,never
35611,had,have,#, ,had
35612,before,before,#, ,before
35613,and,and,#, ,and
35614,would,would,#, ,would
35615,never,never,#, ,never
35616,have,have,#, ,have
35617,again,again,#,#,again
35618,.,.,#, ,.
35619,When,when,#, ,when
35620,the,the,#, ,the
35621,melody,melody,#, ,melody
35622,rose,rise,#, ,rose
35623,her,her,#, ,her
35624,voice,voice,#, ,voice
35625,broke,break,#, ,broke
35626,up,up,#, ,up
35627,sweetly,sweetly,#,#,sweetly
35628,",",",",#, ,","
35629,following,follow,#, ,following
35630,it,it,#,#,it
35631,",",",",#, ,","
35632,in,in,#, ,in
35633,a,a,#, ,a
35634,way,way,#, ,way
35635,contralto,contralto,#, ,contralto
35636,voices,voice,#, ,voices
35637,have,have,#,#,have
35638,",",",",#, ,","
35639,and,and,#, ,and
35640,each,each,#, ,each
35641,change,change,#, ,change
35642,tipped,tip,#, ,tipped
35643,out,out,#, ,out
35644,a,a,#, ,a
35645,little,little,#, ,little
35646,of,of,#, ,of
35647,her,her,#, ,her
35648,warm,warm,#, ,warm
35649,human,human,#, ,human
35650,magic,magic,#, ,magic
35651,upon,upon,#, ,upon
35652,the,the,#, ,the
35653,air,air,#,#,air
35654,.,.,#, ,.
35655,"""",159922,#,#,""""
35656,Lots,lot,#, ,lots
35657,of,of,#, ,of
35658,people,people,#, ,people
35659,come,come,#, ,come
35660,who,who,#, ,who
35661,have,have,#,#,have
35662,n’t,not,#, ,n’t
35663,been,be,#, ,been
35664,invited,invite,#,#,invited
35665,",",",",#,#,","
35666,"""",159968,#, ,""""
35667,she,she,#, ,she
35668,said,say,#, ,said
35669,suddenly,suddenly,#,#,suddenly
35670,.,.,#, ,.
35671,"""",159989,#,#,""""
35672,That,that,#, ,that
35673,girl,girl,#, ,girl
35674,had,have,#,#,had
35675,n’t,not,#, ,n’t
35676,been,be,#, ,been
35677,invited,invite,#,#,invited
35678,.,.,#, ,.
35679,They,they,#, ,they
35680,simply,simply,#, ,simply
35681,force,force,#, ,force
35682,their,their,#, ,their
35683,way,way,#, ,way
35684,in,in,#, ,in
35685,and,and,#, ,and
35686,he,he,#,#,he
35687,’s,’,#, ,’s
35688,too,too,#, ,too
35689,polite,polite,#, ,polite
35690,to,to,#, ,to
35691,object,object,#,#,object
35692,.,.,#,#,.
35693,"""",160082,#, ,""""
35694,"""",160084,#,#,""""
35695,I,I,#,#,i
35696,’d,’d,#, ,’d
35697,like,like,#, ,like
35698,to,to,#, ,to
35699,know,know,#, ,know
35700,who,who,#, ,who
35701,he,he,#, ,he
35702,is,be,#, ,is
35703,and,and,#, ,and
35704,what,what,#, ,what
35705,he,he,#, ,he
35706,does,do,#,#,does
35707,",",",",#,#,","
35708,"""",160129,#, ,""""
35709,insisted,insist,#, ,insisted
35710,Tom,Tom,#,#,tom
35711,.,.,#, ,.
35712,"""",160145,#,#,""""
35713,And,and,#, ,and
35714,I,I,#, ,i
35715,think,think,#, ,think
35716,I,I,#,#,i
35717,’ll,’ll,#, ,’ll
35718,make,make,#, ,make
35719,a,a,#, ,a
35720,point,point,#, ,point
35721,of,of,#, ,of
35722,finding,find,#, ,finding
35723,out,out,#,#,out
35724,.,.,#,#,.
35725,"""",160191,#, ,""""
35726,"""",160193,#,#,""""
35727,I,I,#, ,i
35728,can,can,#, ,can
35729,tell,tell,#, ,tell
35730,you,you,#, ,you
35731,right,right,#, ,right
35732,now,now,#,#,now
35733,",",",",#,#,","
35734,"""",160219,#, ,""""
35735,she,she,#, ,she
35736,answered,answer,#,#,answered
35737,.,.,#, ,.
35738,"""",160235,#,#,""""
35739,He,he,#, ,he
35740,owned,own,#, ,owned
35741,some,some,#, ,some
35742,drugstores,drugstore,#,#,drugstores
35743,",",",",#, ,","
35744,a,a,#, ,a
35745,lot,lot,#, ,lot
35746,of,of,#, ,of
35747,drugstores,drugstore,#,#,drugstores
35748,.,.,#, ,.
35749,He,he,#, ,he
35750,built,build,#, ,built
35751,them,they,#, ,them
35752,up,up,#, ,up
35753,himself,himself,#,#,himself
35754,.,.,#,#,.
35755,"""",160308,#, ,""""
35756,The,the,#, ,the
35757,dilatory,dilatory,#, ,dilatory
35758,limousine,limousine,#, ,limousine
35759,came,come,#, ,came
35760,rolling,roll,#, ,rolling
35761,up,up,#, ,up
35762,the,the,#, ,the
35763,drive,drive,#,#,drive
35764,.,.,#, ,.
35765,"""",160360,#,#,""""
35766,Good,good,#, ,good
35767,night,night,#,#,night
35768,",",",",#, ,","
35769,Nick,Nick,#,#,nick
35770,",",",",#,#,","
35771,"""",160378,#, ,""""
35772,said,say,#, ,said
35773,Daisy,Daisy,#,#,daisy
35774,.,.,#, ,.
35775,Her,her,#, ,her
35776,glance,glance,#, ,glance
35777,left,leave,#, ,left
35778,me,I,#, ,me
35779,and,and,#, ,and
35780,sought,seek,#, ,sought
35781,the,the,#, ,the
35782,lighted,lighted,#, ,lighted
35783,top,top,#, ,top
35784,of,of,#, ,of
35785,the,the,#, ,the
35786,steps,step,#,#,steps
35787,",",",",#, ,","
35788,where,where,#, ,where
35789,"""",160458,#,#,""""
35790,Three,three,#, ,three
35791,O’Clock,o’clock,#, ,o’clock
35792,in,in,#, ,in
35793,the,the,#, ,the
35794,Morning,morning,#,#,morning
35795,",",",",#,#,","
35796,"""",160488,#, ,""""
35797,a,a,#, ,a
35798,neat,neat,#,#,neat
35799,",",",",#, ,","
35800,sad,sad,#, ,sad
35801,little,little,#, ,little
35802,waltz,waltz,#, ,waltz
35803,of,of,#, ,of
35804,that,that,#, ,that
35805,year,year,#,#,year
35806,",",",",#, ,","
35807,was,be,#, ,was
35808,drifting,drift,#, ,drifting
35809,out,out,#, ,out
35810,the,the,#, ,the
35811,open,open,#, ,open
35812,door,door,#,#,door
35813,.,.,#, ,.
35814,After,after,#, ,after
35815,all,all,#,#,all
35816,",",",",#, ,","
35817,in,in,#, ,in
35818,the,the,#, ,the
35819,very,very,#, ,very
35820,casualness,casualness,#, ,casualness
35821,of,of,#, ,of
35822,Gatsby,Gatsby,#,#,gatsby
35823,’s,’s,#, ,’s
35824,party,party,#, ,party
35825,there,there,#, ,there
35826,were,be,#, ,were
35827,romantic,romantic,#, ,romantic
35828,possibilities,possibility,#, ,possibilities
35829,totally,totally,#, ,totally
35830,absent,absent,#, ,absent
35831,from,from,#, ,from
35832,her,her,#, ,her
35833,world,world,#,#,world
35834,.,.,#, ,.
35835,What,what,#, ,what
35836,was,be,#, ,was
35837,it,it,#, ,it
35838,up,up,#, ,up
35839,there,there,#, ,there
35840,in,in,#, ,in
35841,the,the,#, ,the
35842,song,song,#, ,song
35843,that,that,#, ,that
35844,seemed,seem,#, ,seemed
35845,to,to,#, ,to
35846,be,be,#, ,be
35847,calling,call,#, ,calling
35848,her,she,#, ,her
35849,back,back,#, ,back
35850,inside,inside,#,#,inside
35851,?,?,#, ,?
35852,What,what,#, ,what
35853,would,would,#, ,would
35854,happen,happen,#, ,happen
35855,now,now,#, ,now
35856,in,in,#, ,in
35857,the,the,#, ,the
35858,dim,dim,#,#,dim
35859,",",",",#, ,","
35860,incalculable,incalculable,#, ,incalculable
35861,hours,hour,#,#,hours
35862,?,?,#, ,?
35863,Perhaps,perhaps,#, ,perhaps
35864,some,some,#, ,some
35865,unbelievable,unbelievable,#, ,unbelievable
35866,guest,guest,#, ,guest
35867,would,would,#, ,would
35868,arrive,arrive,#,#,arrive
35869,",",",",#, ,","
35870,a,a,#, ,a
35871,person,person,#, ,person
35872,infinitely,infinitely,#, ,infinitely
35873,rare,rare,#, ,rare
35874,and,and,#, ,and
35875,to,to,#, ,to
35876,be,be,#, ,be
35877,marvelled,marvel,#, ,marvelled
35878,at,at,#,#,at
35879,",",",",#, ,","
35880,some,some,#, ,some
35881,authentically,authentically,#, ,authentically
35882,radiant,radiant,#, ,radiant
35883,young,young,#, ,young
35884,girl,girl,#, ,girl
35885,who,who,#, ,who
35886,with,with,#, ,with
35887,one,one,#, ,one
35888,fresh,fresh,#, ,fresh
35889,glance,glance,#, ,glance
35890,at,at,#, ,at
35891,Gatsby,Gatsby,#,#,gatsby
35892,",",",",#, ,","
35893,one,one,#, ,one
35894,moment,moment,#, ,moment
35895,of,of,#, ,of
35896,magical,magical,#, ,magical
35897,encounter,encounter,#,#,encounter
35898,",",",",#, ,","
35899,would,would,#, ,would
35900,blot,blot,#, ,blot
35901,out,out,#, ,out
35902,those,those,#, ,those
35903,five,five,#, ,five
35904,years,year,#, ,years
35905,of,of,#, ,of
35906,unwavering,unwavering,#, ,unwavering
35907,devotion,devotion,#,#,devotion
35908,.,.,#, ,.
35909,I,I,#, ,i
35910,stayed,stay,#, ,stayed
35911,late,late,#, ,late
35912,that,that,#, ,that
35913,night,night,#,#,night
35914,.,.,#, ,.
35915,Gatsby,Gatsby,#, ,gatsby
35916,asked,ask,#, ,asked
35917,me,I,#, ,me
35918,to,to,#, ,to
35919,wait,wait,#, ,wait
35920,until,until,#, ,until
35921,he,he,#, ,he
35922,was,be,#, ,was
35923,free,free,#,#,free
35924,",",",",#, ,","
35925,and,and,#, ,and
35926,I,I,#, ,i
35927,lingered,linger,#, ,lingered
35928,in,in,#, ,in
35929,the,the,#, ,the
35930,garden,garden,#, ,garden
35931,until,until,#, ,until
35932,the,the,#, ,the
35933,inevitable,inevitable,#, ,inevitable
35934,swimming,swimming,#, ,swimming
35935,party,party,#, ,party
35936,had,have,#, ,had
35937,run,run,#, ,run
35938,up,up,#,#,up
35939,",",",",#, ,","
35940,chilled,chilled,#, ,chilled
35941,and,and,#, ,and
35942,exalted,exalt,#,#,exalted
35943,",",",",#, ,","
35944,from,from,#, ,from
35945,the,the,#, ,the
35946,black,black,#, ,black
35947,beach,beach,#,#,beach
35948,",",",",#, ,","
35949,until,until,#, ,until
35950,the,the,#, ,the
35951,lights,light,#, ,lights
35952,were,be,#, ,were
35953,extinguished,extinguish,#, ,extinguished
35954,in,in,#, ,in
35955,the,the,#, ,the
35956,guestrooms,guestroom,#, ,guestrooms
35957,overhead,overhead,#,#,overhead
35958,.,.,#, ,.
35959,When,when,#, ,when
35960,he,he,#, ,he
35961,came,come,#, ,came
35962,down,down,#, ,down
35963,the,the,#, ,the
35964,steps,step,#, ,steps
35965,at,at,#, ,at
35966,last,last,#, ,last
35967,the,the,#, ,the
35968,tanned,tan,#, ,tanned
35969,skin,skin,#, ,skin
35970,was,be,#, ,was
35971,drawn,draw,#, ,drawn
35972,unusually,unusually,#, ,unusually
35973,tight,tight,#, ,tight
35974,on,on,#, ,on
35975,his,his,#, ,his
35976,face,face,#,#,face
35977,",",",",#, ,","
35978,and,and,#, ,and
35979,his,his,#, ,his
35980,eyes,eye,#, ,eyes
35981,were,be,#, ,were
35982,bright,bright,#, ,bright
35983,and,and,#, ,and
35984,tired,tired,#,#,tired
35985,.,.,#, ,.
35986,"""",161446,#,#,""""
35987,She,she,#, ,she
35988,did,do,#,#,did
35989,n’t,not,#, ,n’t
35990,like,like,#, ,like
35991,it,it,#,#,it
35992,",",",",#,#,","
35993,"""",161466,#, ,""""
35994,he,he,#, ,he
35995,said,say,#, ,said
35996,immediately,immediately,#,#,immediately
35997,.,.,#, ,.
35998,"""",161489,#,#,""""
35999,Of,of,#, ,of
36000,course,course,#, ,course
36001,she,she,#, ,she
36002,did,do,#,#,did
36003,.,.,#,#,.
36004,"""",161508,#, ,""""
36005,"""",161510,#,#,""""
36006,She,she,#, ,she
36007,did,do,#,#,did
36008,n’t,not,#, ,n’t
36009,like,like,#, ,like
36010,it,it,#,#,it
36011,",",",",#,#,","
36012,"""",161530,#, ,""""
36013,he,he,#, ,he
36014,insisted,insist,#,#,insisted
36015,.,.,#, ,.
36016,"""",161545,#,#,""""
36017,She,she,#, ,she
36018,did,do,#,#,did
36019,n’t,not,#, ,n’t
36020,have,have,#, ,have
36021,a,a,#, ,a
36022,good,good,#, ,good
36023,time,time,#,#,time
36024,.,.,#,#,.
36025,"""",161574,#, ,""""
36026,He,he,#, ,he
36027,was,be,#, ,was
36028,silent,silent,#,#,silent
36029,",",",",#, ,","
36030,and,and,#, ,and
36031,I,I,#, ,i
36032,guessed,guess,#, ,guessed
36033,at,at,#, ,at
36034,his,his,#, ,his
36035,unutterable,unutterable,#, ,unutterable
36036,depression,depression,#,#,depression
36037,.,.,#, ,.
36038,"""",161636,#,#,""""
36039,I,I,#, ,i
36040,feel,feel,#, ,feel
36041,far,far,#, ,far
36042,away,away,#, ,away
36043,from,from,#, ,from
36044,her,she,#,#,her
36045,",",",",#,#,","
36046,"""",161662,#, ,""""
36047,he,he,#, ,he
36048,said,say,#,#,said
36049,.,.,#, ,.
36050,"""",161673,#,#,""""
36051,It,it,#,#,it
36052,’s,’,#, ,’s
36053,hard,hard,#, ,hard
36054,to,to,#, ,to
36055,make,make,#, ,make
36056,her,her,#, ,her
36057,understand,understand,#,#,understand
36058,.,.,#,#,.
