token_ID_within_document,word,lemma,before,after,word_lc
16952,curious,curious,#, ,curious
16953,intensity,intensity,#, ,intensity
16954,to,to,#, ,to
16955,a,a,#, ,a
16956,young,young,#, ,young
16957,actress,actress,#,#,actress
16958,",",",",#, ,","
16959,and,and,#, ,and
16960,his,his,#, ,his
16961,wife,wife,#,#,wife
16962,",",",",#, ,","
16963,after,after,#, ,after
16964,attempting,attempt,#, ,attempting
16965,to,to,#, ,to
16966,laugh,laugh,#, ,laugh
16967,at,at,#, ,at
16968,the,the,#, ,the
16969,situation,situation,#, ,situation
16970,in,in,#, ,in
16971,a,a,#, ,a
16972,dignified,dignified,#, ,dignified
16973,and,and,#, ,and
16974,indifferent,indifferent,#, ,indifferent
16975,way,way,#,#,way
16976,",",",",#, ,","
16977,broke,break,#, ,broke
16978,down,down,#, ,down
16979,entirely,entirely,#, ,entirely
16980,and,and,#, ,and
16981,resorted,resort,#, ,resorted
16982,to,to,#, ,to
16983,flank,flank,#, ,flank
16984,attacks,attack,#,#,attacks
16985,-,-,#,#,-
16986,at,at,#, ,at
16987,intervals,interval,#, ,intervals
16988,she,she,#, ,she
16989,appeared,appear,#, ,appeared
16990,suddenly,suddenly,#, ,suddenly
16991,at,at,#, ,at
16992,his,his,#, ,his
16993,side,side,#, ,side
16994,like,like,#, ,like
16995,an,an,#, ,an
16996,angry,angry,#, ,angry
16997,diamond,diamond,#,#,diamond
16998,",",",",#, ,","
16999,and,and,#, ,and
17000,hissed,hiss,#,#,hissed
17001,:,:,#, ,:
17002,"""",76889,#,#,""""
17003,You,you,#, ,you
17004,promised,promise,#,#,promised
17005,!,!,#,#,!
17006,"""",76903,#, ,""""
17007,into,into,#, ,into
17008,his,his,#, ,his
17009,ear,ear,#,#,ear
17010,.,.,#, ,.
17011,The,the,#, ,the
17012,reluctance,reluctance,#, ,reluctance
17013,to,to,#, ,to
17014,go,go,#, ,go
17015,home,home,#, ,home
17016,was,be,#, ,was
17017,not,not,#, ,not
17018,confined,confine,#, ,confined
17019,to,to,#, ,to
17020,wayward,wayward,#, ,wayward
17021,men,man,#,#,men
17022,.,.,#, ,.
17023,The,the,#, ,the
17024,hall,hall,#, ,hall
17025,was,be,#, ,was
17026,at,at,#, ,at
17027,present,present,#, ,present
17028,occupied,occupy,#, ,occupied
17029,by,by,#, ,by
17030,two,two,#, ,two
17031,deplorably,deplorably,#, ,deplorably
17032,sober,sober,#, ,sober
17033,men,man,#, ,men
17034,and,and,#, ,and
17035,their,their,#, ,their
17036,highly,highly,#, ,highly
17037,indignant,indignant,#, ,indignant
17038,wives,wife,#,#,wives
17039,.,.,#, ,.
17040,The,the,#, ,the
17041,wives,wife,#, ,wives
17042,were,be,#, ,were
17043,sympathizing,sympathize,#, ,sympathizing
17044,with,with,#, ,with
17045,each,each,#, ,each
17046,other,other,#, ,other
17047,in,in,#, ,in
17048,slightly,slightly,#, ,slightly
17049,raised,raise,#, ,raised
17050,voices,voice,#,#,voices
17051,.,.,#, ,.
17052,"""",77144,#,#,""""
17053,Whenever,whenever,#, ,whenever
17054,he,he,#, ,he
17055,sees,see,#, ,sees
17056,I,I,#,#,i
17057,’m,’m,#, ,’m
17058,having,have,#, ,having
17059,a,a,#, ,a
17060,good,good,#, ,good
17061,time,time,#, ,time
17062,he,he,#, ,he
17063,wants,want,#, ,wants
17064,to,to,#, ,to
17065,go,go,#, ,go
17066,home,home,#,#,home
17067,.,.,#,#,.
17068,"""",77205,#, ,""""
17069,"""",77207,#,#,""""
17070,Never,never,#, ,never
17071,heard,hear,#, ,heard
17072,anything,anything,#, ,anything
17073,so,so,#, ,so
17074,selfish,selfish,#, ,selfish
17075,in,in,#, ,in
17076,my,my,#, ,my
17077,life,life,#,#,life
17078,.,.,#,#,.
17079,"""",77251,#, ,""""
17080,"""",77253,#,#,""""
17081,We,we,#,#,we
17082,’re,’re,#, ,’re
17083,always,always,#, ,always
17084,the,the,#, ,the
17085,first,first,#, ,first
17086,ones,one,#, ,ones
17087,to,to,#, ,to
17088,leave,leave,#,#,leave
17089,.,.,#,#,.
17090,"""",77291,#, ,""""
17091,"""",77293,#,#,""""
17092,So,so,#, ,so
17093,are,be,#, ,are
17094,we,we,#,#,we
17095,.,.,#,#,.
17096,"""",77304,#, ,""""
17097,"""",77306,#,#,""""
17098,Well,well,#,#,well
17099,",",",",#, ,","
17100,we,we,#,#,we
17101,’re,’re,#, ,’re
17102,almost,almost,#, ,almost
17103,the,the,#, ,the
17104,last,last,#, ,last
17105,tonight,tonight,#,#,tonight
17106,",",",",#,#,","
17107,"""",77343,#, ,""""
17108,said,say,#, ,said
17109,one,one,#, ,one
17110,of,of,#, ,of
17111,the,the,#, ,the
17112,men,man,#, ,men
17113,sheepishly,sheepishly,#,#,sheepishly
17114,.,.,#, ,.
17115,"""",77377,#,#,""""
17116,The,the,#, ,the
17117,orchestra,orchestra,#, ,orchestra
17118,left,leave,#, ,left
17119,half,half,#, ,half
17120,an,an,#, ,an
17121,hour,hour,#, ,hour
17122,ago,ago,#,#,ago
17123,.,.,#,#,.
17124,"""",77414,#, ,""""
17125,In,in,#, ,in
17126,spite,spite,#, ,spite
17127,of,of,#, ,of
17128,the,the,#, ,the
17129,wives,wife,#,#,wives
17130,’,’,#, ,’
17131,agreement,agreement,#, ,agreement
17132,that,that,#, ,that
17133,such,such,#, ,such
17134,malevolence,malevolence,#, ,malevolence
17135,was,be,#, ,was
17136,beyond,beyond,#, ,beyond
17137,credibility,credibility,#,#,credibility
17138,",",",",#, ,","
17139,the,the,#, ,the
17140,dispute,dispute,#, ,dispute
17141,ended,end,#, ,ended
17142,in,in,#, ,in
17143,a,a,#, ,a
17144,short,short,#, ,short
17145,struggle,struggle,#,#,struggle
17146,",",",",#, ,","
17147,and,and,#, ,and
17148,both,both,#, ,both
17149,wives,wife,#, ,wives
17150,were,be,#, ,were
17151,lifted,lift,#,#,lifted
17152,",",",",#, ,","
17153,kicking,kicking,#,#,kicking
17154,",",",",#, ,","
17155,into,into,#, ,into
17156,the,the,#, ,the
17157,night,night,#,#,night
17158,.,.,#, ,.
17159,As,as,#, ,as
17160,I,I,#, ,i
17161,waited,wait,#, ,waited
17162,for,for,#, ,for
17163,my,my,#, ,my
17164,hat,hat,#, ,hat
17165,in,in,#, ,in
17166,the,the,#, ,the
17167,hall,hall,#, ,hall
17168,the,the,#, ,the
17169,door,door,#, ,door
17170,of,of,#, ,of
17171,the,the,#, ,the
17172,library,library,#, ,library
17173,opened,open,#, ,opened
17174,and,and,#, ,and
17175,Jordan,Jordan,#, ,jordan
17176,Baker,Baker,#, ,baker
17177,and,and,#, ,and
17178,Gatsby,Gatsby,#, ,gatsby
17179,came,come,#, ,came
17180,out,out,#, ,out
17181,together,together,#,#,together
17182,.,.,#, ,.
17183,He,he,#, ,he
17184,was,be,#, ,was
17185,saying,say,#, ,saying
17186,some,some,#, ,some
17187,last,last,#, ,last
17188,word,word,#, ,word
17189,to,to,#, ,to
17190,her,she,#,#,her
17191,",",",",#, ,","
17192,but,but,#, ,but
17193,the,the,#, ,the
17194,eagerness,eagerness,#, ,eagerness
17195,in,in,#, ,in
17196,his,his,#, ,his
17197,manner,manner,#, ,manner
17198,tightened,tighten,#, ,tightened
17199,abruptly,abruptly,#, ,abruptly
17200,into,into,#, ,into
17201,formality,formality,#, ,formality
17202,as,as,#, ,as
17203,several,several,#, ,several
17204,people,people,#, ,people
17205,approached,approach,#, ,approached
17206,him,he,#, ,him
17207,to,to,#, ,to
17208,say,say,#, ,say
17209,goodbye,goodbye,#,#,goodbye
17210,.,.,#, ,.
17211,Jordan,Jordan,#,#,jordan
17212,’s,’s,#, ,’s
17213,party,party,#, ,party
17214,were,be,#, ,were
17215,calling,call,#, ,calling
17216,impatiently,impatiently,#, ,impatiently
17217,to,to,#, ,to
17218,her,she,#, ,her
17219,from,from,#, ,from
17220,the,the,#, ,the
17221,porch,porch,#,#,porch
17222,",",",",#, ,","
17223,but,but,#, ,but
17224,she,she,#, ,she
17225,lingered,linger,#, ,lingered
17226,for,for,#, ,for
17227,a,a,#, ,a
17228,moment,moment,#, ,moment
17229,to,to,#, ,to
17230,shake,shake,#, ,shake
17231,hands,hand,#,#,hands
17232,.,.,#, ,.
17233,"""",77961,#,#,""""
17234,I,I,#,#,i
17235,’ve,’ve,#, ,’ve
17236,just,just,#, ,just
17237,heard,hear,#, ,heard
17238,the,the,#, ,the
17239,most,most,#, ,most
17240,amazing,amazing,#, ,amazing
17241,thing,thing,#,#,thing
17242,",",",",#,#,","
17243,"""",78001,#, ,""""
17244,she,she,#, ,she
17245,whispered,whisper,#,#,whispered
17246,.,.,#, ,.
17247,"""",78018,#,#,""""
17248,How,how,#, ,how
17249,long,long,#, ,long
17250,were,be,#, ,were
17251,we,we,#, ,we
17252,in,in,#, ,in
17253,there,there,#,#,there
17254,?,?,#,#,?
17255,"""",78045,#, ,""""
17256,"""",78047,#,#,""""
17257,Why,why,#,#,why
17258,",",",",#, ,","
17259,about,about,#, ,about
17260,an,an,#, ,an
17261,hour,hour,#,#,hour
17262,.,.,#,#,.
17263,"""",78067,#, ,""""
17264,"""",78069,#,#,""""
17265,It,it,#, ,it
17266,was,be,#, ,was
17267,…,…,#, ,…
17268,simply,simply,#, ,simply
17269,amazing,amazing,#,#,amazing
17270,",",",",#,#,","
17271,"""",78094,#, ,""""
17272,she,she,#, ,she
17273,repeated,repeat,#, ,repeated
17274,abstractedly,abstractedly,#,#,abstractedly
17275,.,.,#, ,.
17276,"""",78123,#,#,""""
17277,But,but,#, ,but
17278,I,I,#, ,i
17279,swore,swear,#, ,swore
17280,I,I,#, ,i
17281,would,would,#,#,would
17282,n’t,not,#, ,n’t
17283,tell,tell,#, ,tell
17284,it,it,#, ,it
17285,and,and,#, ,and
17286,here,here,#, ,here
17287,I,I,#, ,i
17288,am,be,#, ,am
17289,tantalizing,tantalize,#, ,tantalizing
17290,you,you,#,#,you
17291,.,.,#,#,.
17292,"""",78185,#, ,""""
17293,She,she,#, ,she
17294,yawned,yawn,#, ,yawned
17295,gracefully,gracefully,#, ,gracefully
17296,in,in,#, ,in
17297,my,my,#, ,my
17298,face,face,#,#,face
17299,.,.,#, ,.
17300,"""",78221,#,#,""""
17301,Please,please,#, ,please
17302,come,come,#, ,come
17303,and,and,#, ,and
17304,see,see,#, ,see
17305,me,I,#, ,me
17306,…,…,#, ,…
17307,Phone,phone,#, ,phone
17308,book,book,#, ,book
17309,…,…,#, ,…
17310,Under,under,#, ,under
17311,the,the,#, ,the
17312,name,name,#, ,name
17313,of,of,#, ,of
17314,Mrs.,Mrs.,#, ,mrs.
17315,Sigourney,Sigourney,#, ,sigourney
17316,Howard,Howard,#, ,howard
17317,…,…,#, ,…
17318,My,my,#, ,my
17319,aunt,aunt,#, ,aunt
17320,…,…,#,#,…
17321,"""",78311,#, ,""""
17322,She,she,#, ,she
17323,was,be,#, ,was
17324,hurrying,hurry,#, ,hurrying
17325,off,off,#, ,off
17326,as,as,#, ,as
17327,she,she,#, ,she
17328,talked,talk,#,#,talked
17329,-,-,#,#,-
17330,her,her,#, ,her
17331,brown,brown,#, ,brown
17332,hand,hand,#, ,hand
17333,waved,wave,#, ,waved
17334,a,a,#, ,a
17335,jaunty,jaunty,#, ,jaunty
17336,salute,salute,#, ,salute
17337,as,as,#, ,as
17338,she,she,#, ,she
17339,melted,melt,#, ,melted
17340,into,into,#, ,into
17341,her,her,#, ,her
17342,party,party,#, ,party
17343,at,at,#, ,at
17344,the,the,#, ,the
17345,door,door,#,#,door
17346,.,.,#, ,.
17347,Rather,rather,#, ,rather
17348,ashamed,ashame,#, ,ashamed
17349,that,that,#, ,that
17350,on,on,#, ,on
17351,my,my,#, ,my
17352,first,first,#, ,first
17353,appearance,appearance,#, ,appearance
17354,I,I,#, ,i
17355,had,have,#, ,had
17356,stayed,stay,#, ,stayed
17357,so,so,#, ,so
17358,late,late,#,#,late
17359,",",",",#, ,","
17360,I,I,#, ,i
17361,joined,join,#, ,joined
17362,the,the,#, ,the
17363,last,last,#, ,last
17364,of,of,#, ,of
17365,Gatsby,Gatsby,#,#,gatsby
17366,’s,’s,#, ,’s
17367,guests,guest,#,#,guests
17368,",",",",#, ,","
17369,who,who,#, ,who
17370,were,be,#, ,were
17371,clustered,cluster,#, ,clustered
17372,around,around,#, ,around
17373,him,he,#,#,him
17374,.,.,#, ,.
17375,I,I,#, ,i
17376,wanted,want,#, ,wanted
17377,to,to,#, ,to
17378,explain,explain,#, ,explain
17379,that,that,#, ,that
17380,I,I,#,#,i
17381,’d,’d,#, ,’d
17382,hunted,hunt,#, ,hunted
17383,for,for,#, ,for
17384,him,he,#, ,him
17385,early,early,#, ,early
17386,in,in,#, ,in
17387,the,the,#, ,the
17388,evening,evening,#, ,evening
17389,and,and,#, ,and
17390,to,to,#, ,to
17391,apologize,apologize,#, ,apologize
17392,for,for,#, ,for
17393,not,not,#, ,not
17394,having,having,#, ,having
17395,known,know,#, ,known
17396,him,he,#, ,him
17397,in,in,#, ,in
17398,the,the,#, ,the
17399,garden,garden,#,#,garden
17400,.,.,#, ,.
17401,"""",78683,#,#,""""
17402,Do,do,#,#,do
17403,n’t,not,#, ,n’t
17404,mention,mention,#, ,mention
17405,it,it,#,#,it
17406,",",",",#,#,","
17407,"""",78701,#, ,""""
17408,he,he,#, ,he
17409,enjoined,enjoin,#, ,enjoined
17410,me,I,#, ,me
17411,eagerly,eagerly,#,#,eagerly
17412,.,.,#, ,.
17413,"""",78727,#,#,""""
17414,Do,do,#,#,do
17415,n’t,not,#, ,n’t
17416,give,give,#, ,give
17417,it,it,#, ,it
17418,another,another,#, ,another
17419,thought,thought,#,#,thought
17420,",",",",#, ,","
17421,old,old,#, ,old
17422,sport,sport,#,#,sport
17423,.,.,#,#,.
17424,"""",78769,#, ,""""
17425,The,the,#, ,the
17426,familiar,familiar,#, ,familiar
17427,expression,expression,#, ,expression
17428,held,hold,#, ,held
17429,no,no,#, ,no
17430,more,more,#, ,more
17431,familiarity,familiarity,#, ,familiarity
17432,than,than,#, ,than
17433,the,the,#, ,the
17434,hand,hand,#, ,hand
17435,which,which,#, ,which
17436,reassuringly,reassuringly,#, ,reassuringly
17437,brushed,brush,#, ,brushed
17438,my,my,#, ,my
17439,shoulder,shoulder,#,#,shoulder
17440,.,.,#, ,.
17441,"""",78874,#,#,""""
17442,And,and,#, ,and
17443,do,do,#,#,do
17444,n’t,not,#, ,n’t
17445,forget,forget,#, ,forget
17446,we,we,#,#,we
17447,’re,’re,#, ,’re
17448,going,go,#, ,going
17449,up,up,#, ,up
17450,in,in,#, ,in
17451,the,the,#, ,the
17452,hydroplane,hydroplane,#, ,hydroplane
17453,tomorrow,tomorrow,#, ,tomorrow
17454,morning,morning,#,#,morning
17455,",",",",#, ,","
17456,at,at,#, ,at
17457,nine,nine,#, ,nine
17458,o’clock,o’clock,#,#,o’clock
17459,.,.,#,#,.
17460,"""",78959,#, ,""""
17461,Then,then,#, ,then
17462,the,the,#, ,the
17463,butler,butler,#,#,butler
17464,",",",",#, ,","
17465,behind,behind,#, ,behind
17466,his,his,#, ,his
17467,shoulder,shoulder,#,#,shoulder
17468,:,:,#, ,:
17469,"""",78999,#,#,""""
17470,Philadelphia,Philadelphia,#, ,philadelphia
17471,wants,want,#, ,wants
17472,you,you,#, ,you
17473,on,on,#, ,on
17474,the,the,#, ,the
17475,phone,phone,#,#,phone
17476,",",",",#, ,","
17477,sir,sir,#,#,sir
17478,.,.,#,#,.
17479,"""",79041,#, ,""""
17480,"""",79043,#,#,""""
17481,All,all,#, ,all
17482,right,right,#,#,right
17483,",",",",#, ,","
17484,in,in,#, ,in
17485,a,a,#, ,a
17486,minute,minute,#,#,minute
17487,.,.,#, ,.
17488,Tell,tell,#, ,tell
17489,them,they,#, ,them
17490,I,I,#,#,i
17491,’ll,’ll,#, ,’ll
17492,be,be,#, ,be
17493,right,right,#, ,right
17494,there,there,#, ,there
17495,…,…,#, ,…
17496,Good,good,#, ,good
17497,night,night,#,#,night
17498,.,.,#,#,.
17499,"""",79111,#, ,""""
17500,"""",79113,#,#,""""
17501,Good,good,#, ,good
17502,night,night,#,#,night
17503,.,.,#,#,.
17504,"""",79125,#, ,""""
17505,"""",79127,#,#,""""
17506,Good,good,#, ,good
17507,night,night,#,#,night
17508,.,.,#,#,.
17509,"""",79139,#, ,""""
17510,He,he,#, ,he
17511,smiled,smile,#,#,smiled
17512,-,-,#,#,-
17513,and,and,#, ,and
17514,suddenly,suddenly,#, ,suddenly
17515,there,there,#, ,there
17516,seemed,seem,#, ,seemed
17517,to,to,#, ,to
17518,be,be,#, ,be
17519,a,a,#, ,a
17520,pleasant,pleasant,#, ,pleasant
17521,significance,significance,#, ,significance
17522,in,in,#, ,in
17523,having,having,#, ,having
17524,been,be,#, ,been
17525,among,among,#, ,among
17526,the,the,#, ,the
17527,last,last,#, ,last
17528,to,to,#, ,to
17529,go,go,#,#,go
17530,",",",",#, ,","
17531,as,as,#, ,as
17532,if,if,#, ,if
17533,he,he,#, ,he
17534,had,have,#, ,had
17535,desired,desire,#, ,desired
17536,it,it,#, ,it
17537,all,all,#, ,all
17538,the,the,#, ,the
17539,time,time,#,#,time
17540,.,.,#, ,.
17541,"""",79282,#,#,""""
17542,Good,good,#, ,good
17543,night,night,#,#,night
17544,",",",",#, ,","
17545,old,old,#, ,old
17546,sport,sport,#, ,sport
17547,…,…,#, ,…
17548,Good,good,#, ,good
17549,night,night,#,#,night
17550,.,.,#,#,.
17551,"""",79318,#, ,""""
17552,But,but,#, ,but
17553,as,as,#, ,as
17554,I,I,#, ,i
17555,walked,walk,#, ,walked
17556,down,down,#, ,down
17557,the,the,#, ,the
17558,steps,step,#, ,steps
17559,I,I,#, ,i
17560,saw,see,#, ,saw
17561,that,that,#, ,that
17562,the,the,#, ,the
17563,evening,evening,#, ,evening
17564,was,be,#, ,was
17565,not,not,#, ,not
17566,quite,quite,#, ,quite
17567,over,over,#,#,over
17568,.,.,#, ,.
17569,Fifty,fifty,#, ,fifty
17570,feet,foot,#, ,feet
17571,from,from,#, ,from
17572,the,the,#, ,the
17573,door,door,#, ,door
17574,a,a,#, ,a
17575,dozen,dozen,#, ,dozen
17576,headlights,headlight,#, ,headlights
17577,illuminated,illuminate,#, ,illuminated
17578,a,a,#, ,a
17579,bizarre,bizarre,#, ,bizarre
17580,and,and,#, ,and
17581,tumultuous,tumultuous,#, ,tumultuous
17582,scene,scene,#,#,scene
17583,.,.,#, ,.
17584,In,in,#, ,in
17585,the,the,#, ,the
17586,ditch,ditch,#, ,ditch
17587,beside,beside,#, ,beside
17588,the,the,#, ,the
17589,road,road,#,#,road
17590,",",",",#, ,","
17591,right,right,#, ,right
17592,side,side,#, ,side
17593,up,up,#,#,up
17594,",",",",#, ,","
17595,but,but,#, ,but
17596,violently,violently,#, ,violently
17597,shorn,shorn,#, ,shorn
17598,of,of,#, ,of
17599,one,one,#, ,one
17600,wheel,wheel,#,#,wheel
17601,",",",",#, ,","
17602,rested,rest,#, ,rested
17603,a,a,#, ,a
17604,new,new,#, ,new
17605,coupé,coupé,#, ,coupé
17606,which,which,#, ,which
17607,had,have,#, ,had
17608,left,leave,#, ,left
17609,Gatsby,Gatsby,#,#,gatsby
17610,’s,’s,#, ,’s
17611,drive,drive,#, ,drive
17612,not,not,#, ,not
17613,two,two,#, ,two
17614,minutes,minute,#, ,minutes
17615,before,before,#,#,before
17616,.,.,#, ,.
17617,The,the,#, ,the
17618,sharp,sharp,#, ,sharp
17619,jut,jut,#, ,jut
17620,of,of,#, ,of
17621,a,a,#, ,a
17622,wall,wall,#, ,wall
17623,accounted,account,#, ,accounted
17624,for,for,#, ,for
17625,the,the,#, ,the
17626,detachment,detachment,#, ,detachment
17627,of,of,#, ,of
17628,the,the,#, ,the
17629,wheel,wheel,#,#,wheel
17630,",",",",#, ,","
17631,which,which,#, ,which
17632,was,be,#, ,was
17633,now,now,#, ,now
17634,getting,get,#, ,getting
17635,considerable,considerable,#, ,considerable
17636,attention,attention,#, ,attention
17637,from,from,#, ,from
17638,half,half,#, ,half
17639,a,a,#, ,a
17640,dozen,dozen,#, ,dozen
17641,curious,curious,#, ,curious
17642,chauffeurs,chauffeur,#,#,chauffeurs
17643,.,.,#, ,.
17644,However,however,#,#,however
17645,",",",",#, ,","
17646,as,as,#, ,as
17647,they,they,#, ,they
17648,had,have,#, ,had
17649,left,leave,#, ,left
17650,their,their,#, ,their
17651,cars,car,#, ,cars
17652,blocking,block,#, ,blocking
17653,the,the,#, ,the
17654,road,road,#,#,road
17655,",",",",#, ,","
17656,a,a,#, ,a
17657,harsh,harsh,#,#,harsh
17658,",",",",#, ,","
17659,discordant,discordant,#, ,discordant
17660,din,din,#, ,din
17661,from,from,#, ,from
17662,those,those,#, ,those
17663,in,in,#, ,in
17664,the,the,#, ,the
17665,rear,rear,#, ,rear
17666,had,have,#, ,had
17667,been,be,#, ,been
17668,audible,audible,#, ,audible
17669,for,for,#, ,for
17670,some,some,#, ,some
17671,time,time,#,#,time
17672,",",",",#, ,","
17673,and,and,#, ,and
17674,added,add,#, ,added
17675,to,to,#, ,to
17676,the,the,#, ,the
17677,already,already,#, ,already
17678,violent,violent,#, ,violent
17679,confusion,confusion,#, ,confusion
17680,of,of,#, ,of
17681,the,the,#, ,the
17682,scene,scene,#,#,scene
17683,.,.,#, ,.
17684,A,a,#, ,a
17685,man,man,#, ,man
17686,in,in,#, ,in
17687,a,a,#, ,a
17688,long,long,#, ,long
17689,duster,duster,#, ,duster
17690,had,have,#, ,had
17691,dismounted,dismount,#, ,dismounted
17692,from,from,#, ,from
17693,the,the,#, ,the
17694,wreck,wreck,#, ,wreck
17695,and,and,#, ,and
17696,now,now,#, ,now
17697,stood,stand,#, ,stood
17698,in,in,#, ,in
17699,the,the,#, ,the
17700,middle,middle,#, ,middle
17701,of,of,#, ,of
17702,the,the,#, ,the
17703,road,road,#,#,road
17704,",",",",#, ,","
17705,looking,look,#, ,looking
17706,from,from,#, ,from
17707,the,the,#, ,the
17708,car,car,#, ,car
17709,to,to,#, ,to
17710,the,the,#, ,the
17711,tyre,tyre,#, ,tyre
17712,and,and,#, ,and
17713,from,from,#, ,from
17714,the,the,#, ,the
17715,tyre,tyre,#, ,tyre
17716,to,to,#, ,to
17717,the,the,#, ,the
17718,observers,observer,#, ,observers
17719,in,in,#, ,in
17720,a,a,#, ,a
17721,pleasant,pleasant,#,#,pleasant
17722,",",",",#, ,","
17723,puzzled,puzzled,#, ,puzzled
17724,way,way,#,#,way
17725,.,.,#, ,.
17726,"""",80166,#,#,""""
17727,See,see,#,#,see
17728,!,!,#,#,!
17729,"""",80171,#, ,""""
17730,he,he,#, ,he
17731,explained,explain,#,#,explained
17732,.,.,#, ,.
17733,"""",80187,#,#,""""
17734,It,it,#, ,it
17735,went,go,#, ,went
17736,in,in,#, ,in
17737,the,the,#, ,the
17738,ditch,ditch,#,#,ditch
17739,.,.,#,#,.
17740,"""",80209,#, ,""""
17741,The,the,#, ,the
17742,fact,fact,#, ,fact
17743,was,be,#, ,was
17744,infinitely,infinitely,#, ,infinitely
17745,astonishing,astonishing,#, ,astonishing
17746,to,to,#, ,to
17747,him,he,#,#,him
17748,",",",",#, ,","
17749,and,and,#, ,and
17750,I,I,#, ,i
17751,recognized,recognize,#, ,recognized
17752,first,first,#, ,first
17753,the,the,#, ,the
17754,unusual,unusual,#, ,unusual
17755,quality,quality,#, ,quality
17756,of,of,#, ,of
17757,wonder,wonder,#,#,wonder
17758,",",",",#, ,","
17759,and,and,#, ,and
17760,then,then,#, ,then
17761,the,the,#, ,the
17762,man,man,#,#,man
17763,-,-,#,#,-
17764,it,it,#, ,it
17765,was,be,#, ,was
17766,the,the,#, ,the
17767,late,late,#, ,late
17768,patron,patron,#, ,patron
17769,of,of,#, ,of
17770,Gatsby,Gatsby,#,#,gatsby
17771,’s,’s,#, ,’s
17772,library,library,#,#,library
17773,.,.,#, ,.
17774,"""",80370,#,#,""""
17775,How,how,#,#,how
17776,’d,’d,#, ,’d
17777,it,it,#, ,it
17778,happen,happen,#,#,happen
17779,?,?,#,#,?
17780,"""",80387,#, ,""""
17781,He,he,#, ,he
17782,shrugged,shrug,#, ,shrugged
17783,his,his,#, ,his
17784,shoulders,shoulder,#,#,shoulders
17785,.,.,#, ,.
17786,"""",80416,#,#,""""
17787,I,I,#, ,i
17788,know,know,#, ,know
17789,nothing,nothing,#, ,nothing
17790,whatever,whatever,#, ,whatever
17791,about,about,#, ,about
17792,mechanics,mechanic,#,#,mechanics
17793,",",",",#,#,","
17794,"""",80457,#, ,""""
17795,he,he,#, ,he
17796,said,say,#, ,said
17797,decisively,decisively,#,#,decisively
17798,.,.,#, ,.
17799,"""",80479,#,#,""""
17800,But,but,#, ,but
17801,how,how,#, ,how
17802,did,do,#, ,did
17803,it,it,#, ,it
17804,happen,happen,#,#,happen
17805,?,?,#, ,?
17806,Did,do,#, ,did
17807,you,you,#, ,you
17808,run,run,#, ,run
17809,into,into,#, ,into
17810,the,the,#, ,the
17811,wall,wall,#,#,wall
17812,?,?,#,#,?
17813,"""",80529,#, ,""""
17814,"""",80531,#,#,""""
17815,Do,do,#,#,do
17816,n’t,not,#, ,n’t
17817,ask,ask,#, ,ask
17818,me,I,#,#,me
17819,",",",",#,#,","
17820,"""",80545,#, ,""""
17821,said,say,#, ,said
17822,Owl,Owl,#, ,owl
17823,Eyes,Eyes,#,#,eyes
17824,",",",",#, ,","
17825,washing,wash,#, ,washing
17826,his,his,#, ,his
17827,hands,hand,#, ,hands
17828,of,of,#, ,of
17829,the,the,#, ,the
17830,whole,whole,#, ,whole
17831,matter,matter,#,#,matter
17832,.,.,#, ,.
17833,"""",80601,#,#,""""
17834,I,I,#, ,i
17835,know,know,#, ,know
17836,very,very,#, ,very
17837,little,little,#, ,little
17838,about,about,#, ,about
17839,driving,drive,#,#,driving
17840,-,-,#,#,-
17841,next,next,#, ,next
17842,to,to,#, ,to
17843,nothing,nothing,#,#,nothing
17844,.,.,#, ,.
17845,It,it,#, ,it
17846,happened,happen,#,#,happened
17847,",",",",#, ,","
17848,and,and,#, ,and
17849,that,that,#,#,that
17850,’s,’s,#, ,’s
17851,all,all,#, ,all
17852,I,I,#, ,i
17853,know,know,#,#,know
17854,.,.,#,#,.
17855,"""",80687,#, ,""""
17856,"""",80689,#,#,""""
17857,Well,well,#,#,well
17858,",",",",#, ,","
17859,if,if,#, ,if
17860,you,you,#,#,you
17861,’re,’re,#, ,’re
17862,a,a,#, ,a
17863,poor,poor,#, ,poor
17864,driver,driver,#, ,driver
17865,you,you,#, ,you
17866,ought,ought,#,#,ought
17867,n’t,not,#, ,n’t
17868,to,to,#, ,to
17869,try,try,#, ,try
17870,driving,drive,#, ,driving
17871,at,at,#, ,at
17872,night,night,#,#,night
17873,.,.,#,#,.
17874,"""",80757,#, ,""""
17875,"""",80759,#,#,""""
17876,But,but,#, ,but
17877,I,I,#, ,i
17878,was,be,#,#,was
17879,n’t,not,#, ,n’t
17880,even,even,#, ,even
17881,trying,try,#,#,trying
17882,",",",",#,#,","
17883,"""",80785,#, ,""""
17884,he,he,#, ,he
17885,explained,explain,#, ,explained
17886,indignantly,indignantly,#,#,indignantly
17887,",",",",#, ,","
17888,"""",80813,#,#,""""
17889,I,I,#, ,i
17890,was,be,#,#,was
17891,n’t,not,#, ,n’t
17892,even,even,#, ,even
17893,trying,try,#,#,trying
17894,.,.,#,#,.
17895,"""",80835,#, ,""""
17896,An,an,#, ,an
17897,awed,awed,#, ,awed
17898,hush,hush,#, ,hush
17899,fell,fall,#, ,fell
17900,upon,upon,#, ,upon
17901,the,the,#, ,the
17902,bystanders,bystander,#,#,bystanders
